1,40,25
2,41,21
3,39,20
4,37,18
5,40,19
6,42,19
7,43,19
8,42,20
9,39,19
10,36,20
11,35,20
12,32,18
13,31,16
14,28,23
15,35,20
16,43,28
17,38,30
18,35,30
19,42,25
20,42,27
21,53,35
22,49,30
23,32,21
24,37,19
25,36,17
26,33,20
27,39,22
28,35,21
29,33,17
30,33,18
31,34,26
